page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
2335,Jonathan Clay ,\/Jonathan_Clay_,Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Homosexual Characters,Living Characters,237,Aug-60,1960
1095,Ares ,\/Ares_,Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,236,Apr-49,1949
2523,Sersi ,\/Sersi_,Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,236,Sep-76,1976
2617,Guido Carosella ,\/Guido_Carosella_,Secret Identity,Neutral Characters,Brown Eyes,Bald,Male Characters,,Living Characters,236,Jul-85,1985
1533,Zabu ,\/Zabu_,Public Identity,Good Characters,Green Eyes,Orange Hair,Male Characters,,Living Characters,234,Mar-65,1965
2186,Michael Morbius ,\/Michael_Morbius_,Secret Identity,Neutral Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,231,Oct-71,1971
2353,Julio Richter ,\/Julio_Richter_,Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Homosexual Characters,Living Characters,231,Jun-87,1987
15511,Phoenix Force ,\/Phoenix_Force_,Secret Identity,Neutral Characters,,No Hair,,,Deceased Characters,229,Oct-76,1976
15907,Megan Gwynn ,\/Megan_Gwynn_,Public Identity,Good Characters,Black Eyeballs,Pink Hair,Female Characters,,Living Characters,229,Nov-04,2004
2724,Kyle Richmond ,\/Kyle_Richmond_,Secret Identity,Good Characters,Brown Eyes,Auburn Hair,Male Characters,,Living Characters,227,Oct-69,1969
1911,Karen Page ,\/Karen_Page_,No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,226,Apr-64,1964
1336,Tyrone Johnson ,\/Tyrone_Johnson_,Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,226,Mar-82,1982
1503,Maxwell Dillon ,\/Maxwell_Dillon_,Public Identity,Bad Characters,Blue Eyes,Auburn Hair,Male Characters,,Living Characters,225,Feb-64,1964
1356,Valerie Cooper ,\/Valerie_Cooper_,Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,225,Dec-83,1983
8844,Anna May ,\/Anna_May_,No Dual Identity,Good Characters,Blue Eyes,White Hair,Female Characters,,Living Characters,224,Aug-64,1964
1471,Vlad Dracula ,\/Vlad_Dracula_,No Dual Identity,Bad Characters,Red Eyes,White Hair,Male Characters,,Living Characters,223,Mar-51,1951
1389,Tandy Bowen ,\/Tandy_Bowen_,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,222,Mar-82,1982
2054,Monet St. Croix ,\/Monet_St._Croix_,No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,221,Nov-94,1994
1684,Gamora ,\/Gamora_,No Dual Identity,Neutral Characters,Yellow Eyes,Black Hair,Female Characters,,Living Characters,218,Jun-75,1975
10174,Amara Aquilla ,\/Amara_Aquilla_,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,217,Oct-83,1983
2590,Julia Carpenter ,\/Julia_Carpenter_,Secret Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,,Living Characters,212,Oct-84,1984
1654,Jane Foster ,\/Jane_Foster_,No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,211,Sep-62,1962
2482,Mortimer Toynbee ,\/Mortimer_Toynbee_,Secret Identity,Neutral Characters,Black Eyes,Brown Hair,Male Characters,,Living Characters,210,Mar-64,1964
1080,Scott Lang ,\/Scott_Lang_,Public Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Male Characters,,Living Characters,209,Mar-79,1979
1840,Paige Guthrie ,\/Paige_Guthrie_,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,207,Nov-84,1984
8648,Benjamin Parker ,\/Benjamin_Parker_,No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,205,Aug-62,1962
1117,Erik Josten ,\/Erik_Josten_,Secret Identity,Good Characters,Brown Eyes,Red Hair,Male Characters,,Living Characters,204,Oct-65,1965
1122,Jeanne-Marie Beaubier ,\/Jeanne-Marie_Beaubier_,Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,203,Apr-79,1979
1027,Carl Creel ,\/Carl_Creel_,Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Living Characters,202,Apr-64,1964
18854,Gloria Grant ,\/Gloria_Grant_,No Dual Identity,,Brown Eyes,Black Hair,Female Characters,,Living Characters,202,Jan-75,1975
2528,Michael Twoyoungmen ,\/Michael_Twoyoungmen_,Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,200,Apr-79,1979
119275,Hope Summers ,\/Hope_Summers_,Secret Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,200,Jan-08,2008
2470,Eric Masterson ,\/Eric_Masterson_,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,198,May-88,1988
1544,Alexander Power ,\/Alexander_Power_,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,197,Aug-84,1984
2501,Matthew Hawk ,\/Matthew_Hawk_,Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,195,Nov-62,1962
1888,Jessica Jones ,\/Jessica_Jones_,No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,195,Sep-63,1963
1215,Frederick Dukes ,\/Frederick_Dukes_,Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,194,Jan-64,1964
1204,Eric Brooks ,\/Eric_Brooks_,Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,194,Jul-73,1973
1523,Eros ,\/Eros_,Public Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,193,Feb-73,1973
1232,Madison Jeffries ,\/Madison_Jeffries_,No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,193,Aug-83,1983
2099,Mandarin ,\/Mandarin_,Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,190,Feb-64,1964
2006,The Wizard ,\/The_Wizard_,Public Identity,Bad Characters,Hazel Eyes,Brown Hair,Male Characters,,Living Characters,189,Nov-62,1962
51769,Akihiro ,\/Akihiro_,Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Bisexual Characters,Living Characters,189,Oct-06,2006
1943,Sergei Kravinoff ,\/Sergei_Kravinoff_,Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,188,Aug-64,1964
1315,Jonothon Starsmore ,\/Jonothon_Starsmore_,Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,187,Nov-94,1994
1142,Helmut Zemo ,\/Helmut_Zemo_,Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,184,Dec-73,1973
15901,Victor Borkowski ,\/Victor_Borkowski_,Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Homosexual Characters,Living Characters,184,Aug-03,2003
4368,Edward Leeds ,\/Edward_Leeds_,Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,181,Nov-64,1964
1576,Ultron ,\/Ultron_,No Dual Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Deceased Characters,181,Jul-68,1968
1386,Douglas Ramsey ,\/Douglas_Ramsey_,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,181,Mar-84,1984
2715,Quentin Beck ,\/Quentin_Beck_,Secret Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Living Characters,180,Jun-64,1964
1822,Herbert Wyndham ,\/Herbert_Wyndham_,Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,179,Nov-66,1966
39324,Julian Keller ,\/Julian_Keller_,Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,179,Aug-03,2003
1981,Jack Russell ,\/Jack_Russell_,Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,178,Feb-72,1972
39972,Celeste Cuckoo ,\/Celeste_Cuckoo_,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,177,Nov-01,2001
1354,Valentina Allegra de Fontaine ,\/Valentina_Allegra_de_Fontaine_,Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,176,Aug-67,1967
2065,Ophelia Sarkissian ,\/Ophelia_Sarkissian_,Secret Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,175,Feb-69,1969
1344,Colleen Wing ,\/Colleen_Wing_,Public Identity,Good Characters,Blue Eyes,Auburn Hair,Female Characters,,Living Characters,175,Nov-74,1974
57563,Irma Cuckoo ,\/Irma_Cuckoo_,Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,175,Nov-01,2001
1184,Sebastian Shaw ,\/Sebastian_Shaw_,No Dual Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,174,Jan-80,1980
57564,Phoebe Cuckoo ,\/Phoebe_Cuckoo_,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,174,Nov-01,2001
2376,Sage ,\/Sage_,Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,172,Apr-80,1980
2115,Valeria Richards ,\/Valeria_Richards_,No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,171,Feb-02,2002
194870,Donald Blake ,\/Donald_Blake_,No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,170,Aug-62,1962
1809,Hela ,\/Hela_,Secret Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,,Deceased Characters,170,Mar-64,1964
2024,Lilandra Neramani ,\/Lilandra_Neramani_,No Dual Identity,Good Characters,Orange Eyes,Black Hair,Female Characters,,Deceased Characters,170,Feb-76,1976
1760,Henry Gyrich ,\/Henry_Gyrich_,No Dual Identity,Bad Characters,Green Eyes,Red Hair,Male Characters,,Living Characters,170,Nov-77,1977
4877,Dwayne Taylor ,\/Dwayne_Taylor_,Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,169,Dec-89,1989
7975,Harold Hogan ,\/Harold_Hogan_,No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,166,Sep-63,1963
15257,Redwing ,\/Redwing_,Public Identity,,Yellow Eyes,,Male Characters,,Living Characters,165,Sep-69,1969
1399,Christopher Powell ,\/Christopher_Powell_,Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,165,Mar-91,1991
2178,Harvey Elder ,\/Harvey_Elder_,Secret Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,,Living Characters,164,Nov-61,1961
1140,Wolfgang von Strucker ,\/Wolfgang_von_Strucker_,Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Deceased Characters,164,Jan-64,1964
2015,Dirk Garthwaite ,\/Dirk_Garthwaite_,Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,164,Jan-68,1968
2271,Pip Gofern ,\/Pip_Gofern_,Secret Identity,Good Characters,Green Eyes,Red Hair,Male Characters,,Living Characters,163,Apr-75,1975
2428,Tony Masters ,\/Tony_Masters_,Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,163,May-80,1980
19592,David Lieberman ,\/David_Lieberman_,Secret Identity,Neutral Characters,Green Eyes,Brown Hair,Male Characters,,Deceased Characters,163,Nov-87,1987
1756,James Hudson ,\/James_Hudson_,Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,161,Feb-78,1978
1874,Miles Warren ,\/Miles_Warren_,Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,160,Dec-65,1965
1715,Kallark ,\/Kallark_,Public Identity,Neutral Characters,Blue Eyes,Blue Hair,Male Characters,,Living Characters,160,Oct-77,1977
1084,En Sabah Nur ,\/En_Sabah_Nur_,Public Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Deceased Characters,160,Jun-86,1986
2624,Shiro Yoshida ,\/Shiro_Yoshida_,Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,158,Jan-70,1970
2554,Silver Sablinova ,\/Silver_Sablinova_,Secret Identity,Good Characters,Blue Eyes,Silver Hair,Female Characters,,Deceased Characters,158,Jun-85,1985
5398,Elvin Haliday ,\/Elvin_Haliday_,Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,,Living Characters,158,Nov-90,1990
25255,James Bradley ,\/James_Bradley_,Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,158,,
2168,Calvin Zabo ,\/Calvin_Zabo_,Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,157,Dec-63,1963
1226,Frederick Myers ,\/Frederick_Myers_,Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,157,Jul-66,1966
2105,Mantis ,\/Mantis_,Secret Identity,Good Characters,Green Eyes,Black Hair,Female Characters,,Living Characters,156,Jun-73,1973
1057,Marlene Alraune ,\/Marlene_Alraune_,No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,156,Jun-76,1976
1435,Rachel Leighton ,\/Rachel_Leighton_,Secret Identity,Good Characters,Green Eyes,Brown Hair,Female Characters,,Living Characters,156,Oct-85,1985
119342,Veranke ,\/Veranke_,No Dual Identity,Bad Characters,Green Eyes,Green Hair,Female Characters,,Deceased Characters,156,Jan-05,2005
2170,Nathaniel Essex ,\/Nathaniel_Essex_,Secret Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,155,Sep-87,1987
1450,Anthony Druid ,\/Anthony_Druid_,Public Identity,Good Characters,Green Eyes,Black Hair,Male Characters,,Deceased Characters,153,Jun-61,1961
68280,Cassandra Lang ,\/Cassandra_Lang_,Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,153,Apr-79,1979
1163,Beta Ray Bill ,\/Beta_Ray_Bill_,No Dual Identity,Good Characters,White Eyes,No Hair,Male Characters,,Living Characters,153,Nov-83,1983
1958,Samuel Sterns ,\/Samuel_Sterns_,Public Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,,Deceased Characters,152,Dec-64,1964
1961,Leech ,\/Leech_,Secret Identity,Good Characters,White Eyes,No Hair,Male Characters,,Living Characters,152,Mar-84,1984
2422,Glenn Talbot ,\/Glenn_Talbot_,No Dual Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,151,Nov-64,1964
15209,Bug ,\/Bug_,Public Identity,Good Characters,Yellow Eyes,Green Hair,Male Characters,,Living Characters,151,Jan-79,1979
2494,Peter Petruski ,\/Peter_Petruski_,Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Living Characters,150,Jan-63,1963
2023,Julie Power ,\/Julie_Power_,Secret Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,Pansexual Characters,Living Characters,150,Aug-84,1984
2067,Giuletta Nefaria ,\/Giuletta_Nefaria_,Secret Identity,Bad Characters,Grey Eyes,Black Hair,Female Characters,,Living Characters,149,Jan-68,1968
41613,Robert Ralston ,\/Robert_Ralston_,No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,148,May-63,1963
79494,Maximus ,\/Maximus_,Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,147,Feb-66,1966
1287,Genis-Vell ,\/Genis-Vell_,Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,147,Oct-93,1993
16501,Hisako Ichiki ,\/Hisako_Ichiki_,Secret Identity,Good Characters,Black Eyes,Black Hair,Female Characters,,Living Characters,147,Oct-04,2004
1316,Dmitri Smerdyakov ,\/Dmitri_Smerdyakov_,Secret Identity,Bad Characters,Variable Eyes,Variable Hair,Male Characters,,Living Characters,146,Mar-63,1963
9967,Eliot Franklin  ,\/Eliot_Franklin__,Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,146,Nov-74,1974
2058,X-51 ,\/X-51_,Known to Authorities Identity,Good Characters,Red Eyes,Black Hair,Male Characters,,Living Characters,146,Jul-77,1977
2072,Madelyne Pryor ,\/Madelyne_Pryor_,Public Identity,Bad Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,146,Apr-83,1983
101355,Adolf Hitler ,\/Adolf_Hitler_,No Dual Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,145,Sep-40,1940
2543,Herman Schultz ,\/Herman_Schultz_,Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,145,Mar-67,1967
9819,Noriko Ashida ,\/Noriko_Ashida_,Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,145,Jan-04,2004
2320,Chen Lu ,\/Chen_Lu_,Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Living Characters,144,Jun-63,1963
1933,Ulysses Klaw ,\/Ulysses_Klaw_,Public Identity,Bad Characters,Red Eyes,Bald,Male Characters,,Deceased Characters,143,Aug-66,1966
15904,Cessily Kincaid ,\/Cessily_Kincaid_,Secret Identity,Good Characters,Silver Eyes,Red Hair,Female Characters,,Living Characters,143,Aug-03,2003
5592,Kyle Gibney ,\/Kyle_Gibney_,Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,142,Aug-83,1983
2727,Jack Monroe ,\/Jack_Monroe_,Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,141,Dec-53,1953
2164,Madeline Joyce ,\/Madeline_Joyce_,Secret Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Deceased Characters,140,Nov-43,1943
2175,George Tarleton ,\/George_Tarleton_,Public Identity,Bad Characters,White Eyes,Brown Hair,Male Characters,,Living Characters,140,Sep-67,1967
1891,Jocasta ,\/Jocasta_,No Dual Identity,Good Characters,Red Eyes,No Hair,Female Characters,,Living Characters,140,Aug-77,1977
2003,Peter Wisdom ,\/Peter_Wisdom_,No Dual Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,140,Feb-95,1995
10309,Jeffrey Mace ,\/Jeffrey_Mace_,Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,139,Dec-40,1940
39133,Aquaria Neptunia ,\/Aquaria_Neptunia_,Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,139,May-47,1947
1475,Dragon Man ,\/Dragon_Man_,No Dual Identity,Good Characters,Grey Eyes,No Hair,Male Characters,,Living Characters,139,Feb-65,1965
2577,Narya ,\/Narya_,Secret Identity,Good Characters,White Eyes,Blond Hair,Female Characters,,Living Characters,138,Apr-79,1979
7991,Burglar ,\/Burglar_,Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,137,Aug-62,1962
83811,Dino Manelli ,\/Dino_Manelli_,Public Identity,Good Characters,,Black Hair,Male Characters,,Deceased Characters,137,May-63,1963
1904,Peter Parker  ,\/Peter_Parker__,Secret Identity,Good Characters,Hazel Eyes,Brown Hair,Male Characters,,Living Characters,137,Dec-94,1994
2225,Nightmare ,\/Nightmare_,Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,136,Jul-63,1963
2362,Ronan ,\/Ronan_,No Dual Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,136,Aug-67,1967
1071,Thomas Halloway ,\/Thomas_Halloway_,Public Identity,Good Characters,Brown Eyes,White Hair,Male Characters,,Living Characters,135,Oct-39,1939
18135,Jasper Sitwell ,\/Jasper_Sitwell_,Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,134,May-66,1966
1352,Frank Payne ,\/Frank_Payne_,Secret Identity,Neutral Characters,,Bald,Male Characters,,Living Characters,134,Jun-77,1977
2245,Paladin ,\/Paladin_,Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,134,Jan-78,1978
535259,Steel ,\/Steel_,Public Identity,Good Characters,,White Hair,Male Characters,,Living Characters,134,,
2061,Mad Thinker ,\/Mad_Thinker_,Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,133,Jun-63,1963
2737,Brian Calusky ,\/Brian_Calusky_,Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,133,Nov-74,1974
2064,Arthur Maddicks ,\/Arthur_Maddicks_,No Dual Identity,Good Characters,White Eyes,No Hair,Male Characters,,Living Characters,133,Mar-86,1986
18656,Hedy Wolfe ,\/Hedy_Wolfe_,No Dual Identity,,Hazel Eyes,Black Hair,Female Characters,,Living Characters,132,Nov-44,1944
18275,Isadore Cohen ,\/Isadore_Cohen_,Public Identity,Good Characters,,,Male Characters,,Living Characters,132,May-63,1963
1464,Dormammu ,\/Dormammu_,No Dual Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,132,Nov-64,1964
2088,Makkari ,\/Makkari_,Secret Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Male Characters,,Living Characters,131,Aug-40,1940
